,report_received_date,nhtsa_id,recall_link,manufacturer,subject,component,mfr_campaign_number,recall_type,potentially_affected,defect_summary,consequence_summary,corrective_action,fire_risk_when_parked,do_not_drive,completion_rate
465,2023-06,23V417000,"{'url': 'https://www.nhtsa.gov/recalls?nhtsaId=23V417000', 'description': 'Go to Recall'}","Altec Industries, Inc.",U-Bolt Hardware Not Tightened Properly,SUSPENSION,CSN 3086,Vehicle,153,"Altec Industries, Inc. (Altec) is recalling certain 2022-2023 TG-124S trailers.  The axle U-bolts that secure the leaf springs may not be tightened properly, which can cause the U-bolts to loosen and detach from the axle and suspension.","U-bolt detachment can result in a loss of vehicle handling and control, increasing the risk of a crash.","Altec will inspect and tighten the U-bolt nuts, free of charge.  Owner notification letters are expected to be mailed August 4, 2023.  Owners may contact Altec's customer service at 1-877-462-5832.  Altec's number for this recall is CSN 3086.",No,No,37.91
466,2023-06,23V414000,"{'url': 'https://www.nhtsa.gov/recalls?nhtsaId=23V414000', 'description': 'Go to Recall'}","BMW of North America, LLC",Improperly Welded Front Seat,SEATS,NR (Not Reported),Vehicle,318,"BMW of North America, LLC (BMW) is recalling certain 2023 740i, 760i xDrive, and i7 xDrive60 vehicles.  The front seat length adjustment system may not have been welded properly.","An improperly welded front seat may not properly restrain an occupant, increasing the risk of injury in a crash.","Dealers will inspect the front seats and if necessary, replace the seat front structure including the seat length adjustment system, free of charge.  Owner notification letters were mailed August 3, 2023.  Owners may contact BMW customer service at 1-800-525-7417.",No,No,52.2
467,2023-06,23V412000,"{'url': 'https://www.nhtsa.gov/recalls?nhtsaId=23V412000', 'description': 'Go to Recall'}","Chrysler (FCA US, LLC)",Engine May Shut Down,ENGINE,65A,Vehicle,12458,"Chrysler (FCA US, LLC) is recalling certain 2022 Jeep Grand Cherokee vehicles equipped with 2.0L PHEV engines.  The engine may shut down due to a loss of communication between the transmission control module and the hybrid control processor.","An engine shut down can result in an unexpected loss of drive power, increasing the risk of a crash.","Dealers will update the vehicle control software, free of charge.  Owner notification letters were mailed June 27, 2023.  Owners may contact FCA US, LLC customer service at 1-800-853-1403.  FCA US, LLC's number for this recall is 65A.",No,No,71.93
468,2023-06,23V410000,"{'url': 'https://www.nhtsa.gov/recalls?nhtsaId=23V410000', 'description': 'Go to Recall'}","Kia America, Inc.",Loss of Power Brake Assist,"SERVICE BRAKES, HYDRAULIC",SC272,Vehicle,98944,"Kia America, Inc. (Kia) is recalling certain 2023 Sportage vehicles.  The brake booster diaphragm may become misaligned and cause an internal vacuum leak, which can result in a loss of power brake assist.","A loss of power brake assist can extend the distance required to stop, increasing the risk of a crash.","Dealers will inspect and replace the brake booster as necessary, free of charge.  Owner notification letters were mailed July 21, 2023.  Owners may contact Kia customer service at 1-800-333-4542.  Kia's number for this recall is SC272.",No,No,53.27
469,2023-06,23V409000,"{'url': 'https://www.nhtsa.gov/recalls?nhtsaId=23V409000', 'description': 'Go to Recall'}","BMW of North America, LLC",Unintentional Activation of Cruise Control,VEHICLE SPEED CONTROL,NR (Not Reported),Vehicle,11180,"BMW of North America, LLC (BMW) is recalling certain 2022-2024 iX xDrive50 and iX M60 vehicles.  The driver may unintentionally reactivate the cruise control system while turning the steering wheel at low speeds, resulting in a sudden increase of vehicle speed.",A sudden increase in vehicle speed can increase the risk of a crash.,"Dealers will update the vehicle software, free of charge.  Owner notification letters were mailed August 2, 2023.  Owners may contact BMW customer service at 1-800-525-7417.",No,No,88.87
470,2023-06,23E043000,"{'url': 'https://www.nhtsa.gov/recalls?nhtsaId=23E043000', 'description': 'Go to Recall'}","Nissan North America, Inc.",Driver's Powered Seat May Not Be Secure,SEATS,"PC966/7, PC980/1",Equipment,82,"Nissan North America, Inc. (Nissan) is recalling certain driver-side powered seat cushion frames, with part numbers 873516RD0A, 873516RF0A, 873516TA0A, and 873516TA1A, sold as replacement parts for certain 2021-2023 Rogue, 2022-2023 Pathfinder, and 2022-2023 INFINITI QX60 vehicles.  The driver's powered seat may not be fully secured to the seat frame which might cause the seat frame welds to detach from the rear inboard seat bracket.","An unsecured seat with broken welds may not properly restrain an occupant, increasing the risk of injury during a crash.","Dealers will inspect the driver's seat rail clearance, and if necessary, replace the driver's seat cushion frame, free of charge.  Owner notification letters are expected to be mailed July 27, 2023.  Owners may contact Nissan's customer service at 1-800-867-7669.  Owners may contact INFINITI's customer service at 1-800-867-7669.  Nissan's number for this recall is PC966/7, PC980/1.",No,No,28.05
471,2023-06,23V407000,"{'url': 'https://www.nhtsa.gov/recalls?nhtsaId=23V407000', 'description': 'Go to Recall'}",Pierce Manufacturing,Stabilizer Beams May Develop Cracks,STRUCTURE,74B327,Vehicle,5,Pierce Manufacturing (Pierce) is recalling certain 2016-2022 Ascendant 107' Aerials and 110' Platforms mounted on single rear axle Enforcer chassis.  The galvanized stabilizer beams may develop cracks.,"Cracks can cause instability when an aerial ladder or platform is elevated, increasing the risk of injury.","Dealers will inspect and replace the galvanized stabilizer beams as necessary, free of charge.  Owner notification letters were mailed June 14, 2023.  Owners may contact Pierce customer service at 1-888-974-3723.",No,No,100
472,2023-06,23V408000,"{'url': 'https://www.nhtsa.gov/recalls?nhtsaId=23V408000', 'description': 'Go to Recall'}",Imagine Fiberglass Products Inc.,Cooktop Gas Valves May Fracture Causing Gas Leak,EQUIPMENT,2023-01,Vehicle,24,"Imagine Fiberglass Products Inc. (IFP) is recalling certain 2021-2023 L'Air Trillium Heritage 1300/4500, and Lion 1300/4500 travel trailers, equipped with certain SDS2 2-Burner Drop-in Cooktops with part number 3032AST.  The internal aluminum burner tubes that connect to the gas valves may fracture and cause a gas leak.",A gas leak in the presence of an ignition source can increase the risk of a fire.,"Dealers will install a regulator support bracket, free of charge.  Owner notification letters were mailed in June 15, 2023.  Owners may contact IFP customer service at 1-519-804-8751.  IFP's number for this recall is 2023-01.",No,No,45.83
473,2023-06,23V404000,"{'url': 'https://www.nhtsa.gov/recalls?nhtsaId=23V404000', 'description': 'Go to Recall'}","Jayco, Inc.",Solar Panels May Detach,EQUIPMENT,9903586,Vehicle,103,"Jayco, Inc. (Jayco) is recalling certain 2023 Jayco Swift, Swift LI, Entegra Ethos, and Ethos LI recreational vehicles.  The solar panel may detach from the Pop-Up roof and become a road hazard.",A detached solar panel increases the risk of a crash.,"Dealers will install new brackets, free of charge.  Owner notification letters were mailed July 27, 2023.  Owners may contact Jayco customer service at 1-800-283-8267.  Jayco's number for this recall is 9903586.",No,No,18.45
474,2023-06,23V405000,"{'url': 'https://www.nhtsa.gov/recalls?nhtsaId=23V405000', 'description': 'Go to Recall'}","Mercedes-Benz USA, LLC",Software Error May Cause Loss of Drive Power,ELECTRICAL SYSTEM,2023060009,Vehicle,8281,"Mercedes-Benz USA, LLC (MBUSA) is recalling certain 2022-2023 EQS 450, AMG EQS, EQS 580, and 2023 AMG EQE vehicles.  A software error in the electric drivetrain may cause a loss of drive power.",A loss of drive power can increase the risk of a crash.,"Dealers will update the electric drivetrain software, free of charge.  Owner notifications were mailed beginning July 19, 2023.  Owners may contact MBUSA customer service at 1-800-367-6372.  MBUSA's number for this recall is 2023060009.",No,No,57.88
475,2023-06,23V406000,"{'url': 'https://www.nhtsa.gov/recalls?nhtsaId=23V406000', 'description': 'Go to Recall'}","Tiffin Motorhomes, Inc.",A/C Compressor Failure Causes Loss of Drive Power,ELECTRICAL SYSTEM,TIF-131,Vehicle,450,"Tiffin Motorhomes, Inc. (Tiffin) is recalling certain 2022-2023 Phaeton, Allegro Bus, and Zephyr motorhomes built on PowerGlide chassis.  A fuse will trip during an a/c compressor failure, causing a loss of power to the chassis.","Loss of power to the chassis can cause an engine stall, increasing the risk of a crash.","Dealers will inspect the chassis controller, and install a harness and inline fuse as necessary, free of charge.  Owner notification letters were mailed June 20, 2023.  Owners may contact Tiffin customer service at 1-256-356-8661.  Tiffin's number for this recall is TIF-131.",No,No,48
476,2023-06,23V402000,"{'url': 'https://www.nhtsa.gov/recalls?nhtsaId=23V402000', 'description': 'Go to Recall'}","Mack Trucks, Inc.",Power Cables May Not Be Tightened Properly,ELECTRICAL SYSTEM,SC0444,Vehicle,47,"Mack Trucks, Inc. (Mack) is recalling certain 2019-2023 LR battery electric trucks.  The power cables that connect to the windscreen heater relay may have a loose connection and cause the relay to fail.","A relay that fails in the closed position will continue to power the cabin heater, overheating the relay and increasing the risk of a fire.","Dealers will tighten the power cable to relay connection, free of charge.  Owner notification letters are expected to be mailed August 4, 2023.  Owners may contact Mack's customer service at 1-800-866-1177.  Mack's number for this recall is SCC0444.",No,No,8.51
477,2023-06,23V401000,"{'url': 'https://www.nhtsa.gov/recalls?nhtsaId=23V401000', 'description': 'Go to Recall'}",Volvo Trucks North America,Power Cables May Not Be Tightened Properly,ELECTRICAL SYSTEM,RVXX2306,Vehicle,243,Volvo Trucks North America (Volvo Trucks) is recalling certain 2019-2023 VNR Electric vehicles.  The power cables that connect to the windscreen heater relay may have a loose connection and cause the relay to fail.,"A relay that fails in the closed position will continue to power the cabin heater, overheating the relay and increasing the risk of a fire.","Dealers will tighten the power cable to relay connections, free of charge.  Owner notification letters are expected to be mailed August 4, 2023.  Owners may contact Volvo Trucks' customer service at 1-800-528-6586.  Volvo Trucks' number for this recall is RVXX2306.",No,No,47.33
478,2023-06,23V403000,"{'url': 'https://www.nhtsa.gov/recalls?nhtsaId=23V403000', 'description': 'Go to Recall'}",Volvo Trucks North America,Side Air Bag Will Not Deploy,AIR BAGS,RVXX2305,Vehicle,29,Volvo Trucks North America (Volvo Truck) is recalling certain 2022-2024 VNL and VHD vehicles equipped with RollTek driver seats.  A missing circuit will prevent the side air bag from deploying during a crash.,"An air bag that does not deploy, increases the risk of an injury.","Dealers will connect a jumper harness between the seat and main cab harness, free of charge.  Owner notification letters are expected to be mailed August 4, 2023.  Owners may contact Volvo Trucks' customer service at 1-800-528-6586.  Volvo Trucks' number for this recall is RVXX2305.",No,No,3.45
479,2023-06,23V398000,"{'url': 'https://www.nhtsa.gov/recalls?nhtsaId=23V398000', 'description': 'Go to Recall'}","Navistar, Inc.",Brake Pressure Switch May Short and Cause Fire,"SERVICE BRAKES, HYDRAULIC",23518,Vehicle,15398,"Navistar, Inc. (Navistar) is recalling certain 2016 and 2018-2024 IC Bus CE school buses.  The brake pressure switch assembly may leak brake fluid into the brake pressure switch's electrical components and cause an electrical short-circuit.",An electrical short in the brake pressure switch can overheat the circuit and increase the risk of a fire while driving or parked.,"Owners are advised to park outside and away from structures until the recall repair is complete.  Dealers will replace the brake pressure switch assembly and if necessary, the wire harness or fuse, free of charge.  Owner notification letters were mailed September 29, 2023.  Owners may contact Navistar's customer service at 1-800-448-7825.  Navistar's number for this recall is 23518.",Yes,No,0.58
480,2023-06,23V396000,"{'url': 'https://www.nhtsa.gov/recalls?nhtsaId=23V396000', 'description': 'Go to Recall'}","Terex South Dakota, Inc.",Aerial Device Subframe Improperly Welded,EQUIPMENT,SN719,Vehicle,8,"Terex South Dakota, Inc. (Terex) is recalling certain 2021 TL48 trucks.  The subframe which the aerial device bolts to may not be  welded properly, which could result in weld failure, allowing the aerial device to fall.",An aerial device that falls increases the risk of injury.,"Dealers will inspect the subframe for cracks and remove and reweld the joint, as necessary, free of charge.  Owner notification letters were mailed June 29, 2023.  Owners may contact Terex customer service at 1-605-882-4000.  Terex's number for this recall is SN719.",No,No,25
